,iid,gender,pid,match,int_corr,age_o,race_o,dec_o,age,race,from,goal,career,dining,gaming,clubbing,reading,shopping,Sports,Art,Musique,TV_Cinema,cosine_similarity
151,188,1,177.0,0,-0.13,22.0,2.0,0,21.0,2.0,Atlanta,2.0,academician,10.0,7.0,5.0,7.0,7.0,4.0,8.0,6.0,3.0,0.923
152,434,0,444.0,0,0.14,26.0,2.0,0,27.0,2.0,Maryland,1.0,Trade Specialist,6.0,2.0,7.0,2.0,8.0,4.0,3.0,5.5,2.0,0.808
153,298,0,320.0,0,0.25,36.0,2.0,0,22.0,2.0,"Buffalo, NY",2.0,English Teacher,5.0,1.0,4.0,10.0,9.0,3.0,10.0,10.0,5.0,0.8
154,438,0,443.0,0,0.38,27.0,3.0,1,23.0,2.0,California,1.0,Clinical Social Worker,9.0,4.0,7.0,6.0,8.0,5.5,5.0,9.5,5.0,0.98
155,239,0,247.0,0,0.02,25.0,4.0,1,34.0,2.0,"Born in Montana, raised in South Jersey (nr. Philadelphia)",2.0,Conservation training and education,8.0,1.0,6.0,9.0,1.0,6.5,8.0,6.5,6.0,0.835
156,548,1,520.0,0,-0.27,28.0,6.0,0,30.0,2.0,Germany,1.0,Management,10.0,5.0,1.0,9.0,4.0,3.0,3.0,8.5,6.0,0.84
157,474,0,485.0,0,-0.3,29.0,1.0,1,30.0,1.0,alabama,1.0,scientist,10.0,2.0,9.0,8.0,6.0,9.5,7.0,8.5,2.0,0.903
158,366,1,354.0,1,-0.02,22.0,2.0,1,27.0,2.0,Australia,1.0,Art Management,8.0,6.0,8.0,9.0,8.0,6.0,9.0,10.0,6.0,0.91
159,129,1,112.0,1,0.31,20.0,6.0,1,26.0,2.0,New Jersey,3.0,entrepeneur,9.0,2.0,6.0,9.0,4.0,7.0,4.0,6.0,4.0,0.907
160,324,0,340.0,1,0.0,26.0,,1,23.0,2.0,"Erie, PA",1.0,school psychologist,10.0,6.0,9.0,7.0,7.0,7.5,8.0,10.0,8.0,0.985
161,522,0,539.0,1,0.57,22.0,2.0,1,22.0,2.0,Pennsylvania,1.0,Assistant District Attorney,7.0,3.0,7.0,9.0,5.0,4.5,9.0,7.0,8.0,0.981
162,148,0,168.0,0,0.31,23.0,4.0,1,27.0,4.0,"Cherry Hill, NJ",5.0,Business,9.0,2.0,1.0,10.0,9.0,6.5,9.0,6.0,9.0,0.954
163,271,0,293.0,1,0.29,28.0,3.0,1,23.0,2.0,New York,2.0,Social Work,9.0,5.0,6.0,7.0,9.0,6.5,10.0,8.5,7.0,0.975
164,47,1,36.0,0,0.16,26.0,2.0,0,30.0,2.0,Italy,1.0,Academic,8.0,7.0,4.0,7.0,2.0,2.5,6.0,7.5,7.0,0.84
165,510,0,546.0,1,-0.04,30.0,2.0,1,26.0,3.0,Chile,2.0,Professor,10.0,5.0,7.0,9.0,1.0,7.5,7.0,6.0,1.0,0.707
166,347,0,375.0,0,0.47,27.0,2.0,0,26.0,1.0,"WASHINGTON, D.C.",5.0,GOVERNOR,10.0,1.0,8.0,2.0,10.0,1.0,3.0,4.0,5.0,0.943
167,421,0,429.0,0,0.1,27.0,2.0,0,25.0,4.0,California,1.0,Social Worker,8.0,5.0,5.0,5.0,10.0,1.0,5.0,7.5,8.0,0.925
168,540,1,522.0,0,0.13,22.0,2.0,0,24.0,2.0,Persia,1.0,"Academic Work, Consultant",5.0,9.0,6.0,7.0,6.0,5.0,8.0,9.0,4.0,0.92
169,533,1,510.0,1,0.69,26.0,3.0,1,26.0,2.0,Greece,2.0,Academic/ Finance,7.0,2.0,5.0,3.0,2.0,6.0,5.0,6.5,3.0,0.935
170,446,1,432.0,1,0.32,28.0,2.0,1,28.0,3.0,"Bogota, Colombia",1.0,Finance,8.0,3.0,6.0,6.0,3.0,7.5,7.0,6.5,5.0,0.948
171,404,1,384.0,1,0.11,23.0,2.0,1,23.0,2.0,France,2.0,Investment Banking,10.0,7.0,9.0,8.0,6.0,8.5,8.0,7.5,5.0,0.958
172,82,0,101.0,0,0.19,22.0,4.0,1,25.0,6.0,Washington State,1.0,teaching and then...,8.0,1.0,7.0,8.0,6.0,6.0,9.0,8.5,6.0,0.951
173,102,1,76.0,0,0.02,34.0,2.0,0,32.0,2.0,Canada,1.0,Research Scientist,9.0,2.0,5.0,5.0,5.0,8.0,4.0,4.0,9.0,0.935
174,292,1,263.0,1,-0.2,26.0,1.0,1,28.0,1.0,New York City,1.0,Int'l Business,8.0,7.0,9.0,7.0,1.0,9.0,7.0,7.5,5.0,0.781
175,433,0,449.0,0,0.44,23.0,6.0,1,30.0,6.0,Northern California,2.0,Writer,8.0,1.0,6.0,7.0,5.0,5.5,8.0,5.0,5.0,0.931
176,533,1,520.0,0,-0.11,28.0,6.0,0,26.0,2.0,Greece,2.0,Academic/ Finance,7.0,2.0,5.0,3.0,2.0,6.0,5.0,6.5,3.0,0.874
177,296,0,317.0,1,0.14,30.0,2.0,1,28.0,2.0,New York,1.0,Education Policy Analyst,8.0,5.0,9.0,9.0,9.0,5.0,8.0,9.0,7.0,0.866
178,49,1,28.0,0,0.0,26.0,2.0,0,25.0,4.0,Philadelphia,1.0,Entrepreneur,7.0,8.0,7.0,9.0,2.0,6.0,6.0,6.5,6.0,0.941
179,115,0,128.0,1,-0.13,21.0,2.0,1,21.0,2.0,brooklyn ny,1.0,psychologist,7.0,1.0,8.0,10.0,8.0,1.5,3.0,5.5,2.0,0.693
180,377,1,360.0,0,-0.21,24.0,6.0,1,26.0,4.0,new york,1.0,investment management,6.0,7.0,8.0,6.0,6.0,4.0,3.0,7.5,8.0,0.895
181,62,0,69.0,1,0.31,28.0,2.0,1,26.0,3.0,"Albuquerque, NM",2.0,attorney,8.0,7.0,7.0,7.0,9.0,7.0,6.0,8.0,5.0,0.878
182,247,1,240.0,0,-0.06,26.0,4.0,0,25.0,4.0,"Shanghai, China",1.0,Naturalist,1.0,4.0,2.0,5.0,2.0,6.5,3.0,3.0,3.0,0.895
183,54,1,34.0,0,0.16,21.0,4.0,0,28.0,2.0,New York,5.0,consulting,8.0,1.0,3.0,7.0,1.0,4.0,8.0,9.0,2.0,0.843
184,260,0,288.0,0,0.65,27.0,2.0,0,27.0,4.0,"Malaysia, then Massachusetts",2.0,Scientist/educator,9.0,2.0,3.0,9.0,5.0,6.5,5.0,9.0,6.0,0.967
185,540,1,517.0,0,0.13,30.0,3.0,0,24.0,2.0,Persia,1.0,"Academic Work, Consultant",5.0,9.0,6.0,7.0,6.0,5.0,8.0,9.0,4.0,0.818
186,552,1,526.0,0,0.64,26.0,3.0,1,25.0,2.0,France,1.0,assistant master of the universe (otherwise it's too much work),10.0,1.0,9.0,8.0,7.0,6.0,10.0,10.0,3.0,0.964
187,253,0,285.0,1,0.01,24.0,6.0,1,33.0,4.0,Japan,2.0,researcher/academia,8.0,1.0,6.0,10.0,7.0,5.0,10.0,7.0,7.0,0.869
188,277,1,259.0,1,0.24,25.0,2.0,1,25.0,2.0,Connecticut,1.0,Professor,5.0,5.0,3.0,8.0,1.0,10.0,8.0,6.0,6.0,0.913
189,92,0,105.0,1,0.03,25.0,1.0,1,29.0,2.0,San Francisco,5.0,Microfinancing Program Manager,10.0,2.0,9.0,10.0,6.0,8.5,9.0,9.0,4.0,0.959
190,400,1,386.0,0,0.03,26.0,2.0,1,26.0,2.0,Italy,5.0,Entrepreneur,7.0,1.0,8.0,7.0,1.0,6.5,6.0,6.5,4.0,0.88
191,513,0,535.0,1,0.52,23.0,2.0,1,23.0,2.0,Florida,2.0,Actress,9.0,0.0,8.0,9.0,6.0,3.5,9.0,7.0,8.0,0.905
192,115,0,129.0,0,0.45,26.0,2.0,1,21.0,2.0,brooklyn ny,1.0,psychologist,7.0,1.0,8.0,10.0,8.0,1.5,3.0,5.5,2.0,0.907
193,103,1,88.0,0,0.34,23.0,2.0,0,26.0,2.0,Chicago,2.0,business,8.0,5.0,8.0,8.0,6.0,8.0,5.0,8.0,8.0,0.98
194,148,0,169.0,1,0.08,28.0,2.0,1,27.0,4.0,"Cherry Hill, NJ",5.0,Business,9.0,2.0,1.0,10.0,9.0,6.5,9.0,6.0,9.0,0.892
195,29,0,44.0,1,-0.41,24.0,2.0,1,22.0,2.0,"Washington, DC",1.0,Social Work Administration,7.0,2.0,7.0,7.0,9.0,6.0,6.0,7.0,7.0,0.901
196,227,1,208.0,1,-0.15,25.0,1.0,1,26.0,2.0,New York,2.0,corporate finance,10.0,6.0,5.0,10.0,5.0,4.5,8.0,6.0,8.0,0.949
197,384,0,398.0,1,0.11,29.0,2.0,1,23.0,2.0,Connecticut,2.0,Undecided,9.0,3.0,7.0,6.0,6.0,5.0,10.0,5.5,7.0,0.943
198,338,1,326.0,1,0.48,36.0,1.0,1,27.0,6.0,"Bombay, India",1.0,Real Estate Consulting,6.0,6.0,6.0,8.0,5.0,7.5,8.0,7.0,4.0,0.911
199,284,1,269.0,0,0.63,24.0,2.0,0,27.0,2.0,Iceland,1.0,Film/Television,7.0,1.0,5.0,9.0,8.0,6.5,7.0,8.5,5.0,0.943
200,53,1,39.0,0,0.72,24.0,3.0,1,28.0,2.0,Boston,2.0,Medicine,10.0,4.0,4.0,9.0,7.0,5.5,8.0,9.0,5.0,0.967
201,57,0,71.0,1,-0.34,21.0,2.0,1,22.0,2.0,New Jersey,3.0,Social Worker,9.0,1.0,5.0,9.0,9.0,7.0,9.0,9.0,9.0,0.86
202,60,0,73.0,0,-0.13,22.0,2.0,0,29.0,6.0,New Jersey,4.0,comedienne,9.0,1.0,5.0,5.0,5.0,4.0,5.0,7.5,2.0,0.886
203,446,1,436.0,0,0.32,23.0,2.0,0,28.0,3.0,"Bogota, Colombia",1.0,Finance,8.0,3.0,6.0,6.0,3.0,7.5,7.0,6.5,5.0,0.911
204,265,0,289.0,0,0.11,28.0,4.0,0,32.0,2.0,New York,4.0,Professor or Lawyer,8.0,1.0,2.0,10.0,2.0,2.0,7.0,8.5,9.0,0.938
205,99,1,81.0,1,0.61,28.0,2.0,1,28.0,2.0,New York,3.0,Lawyer,8.0,5.0,9.0,6.0,8.0,5.0,10.0,10.0,6.0,0.966
206,76,0,108.0,0,0.32,24.0,2.0,0,34.0,2.0,Ohio,2.0,teacher,8.0,1.0,7.0,7.0,7.0,5.5,8.0,7.5,7.0,0.949
207,55,1,32.0,0,0.2,27.0,4.0,0,23.0,1.0,California,6.0,LAWYER,5.0,6.0,10.0,9.0,5.0,2.5,5.0,8.5,8.0,0.876
208,369,1,350.0,0,0.18,31.0,2.0,0,25.0,2.0,"Boston, MA",2.0,"clinical psychologist, researcher, professor",6.0,1.0,1.0,10.0,1.0,2.0,7.0,7.0,5.0,0.873
209,105,1,82.0,1,-0.08,25.0,6.0,1,25.0,1.0,Texas,2.0,Law,8.0,4.0,7.0,8.0,5.0,5.5,5.0,5.5,7.0,0.96
210,505,1,497.0,0,0.53,24.0,2.0,0,27.0,4.0,"Manila, Philippines",3.0,Writer/Editor,5.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.966
211,9,0,15.0,1,-0.01,24.0,3.0,1,26.0,6.0,"Palm Springs, California",1.0,"Congresswoman, and comedian",8.0,2.0,10.0,8.0,8.0,2.5,7.0,9.0,8.0,0.889
212,377,1,348.0,0,-0.07,21.0,4.0,1,26.0,4.0,new york,1.0,investment management,6.0,7.0,8.0,6.0,6.0,4.0,3.0,7.5,8.0,0.879
213,534,1,529.0,1,0.43,22.0,4.0,1,24.0,6.0,Bangladesh,3.0,"software engr, network engr",9.0,7.0,7.0,7.0,4.0,4.5,8.0,7.5,7.0,0.979
214,402,1,379.0,1,0.14,38.0,2.0,1,29.0,4.0,Korea,3.0,Financial Mathematics-Investment Bank or Hedge Fund-Derivatives Quant Analyst,9.0,7.0,4.0,3.0,6.0,9.0,6.0,4.0,3.0,0.861
215,392,0,404.0,1,0.18,23.0,2.0,1,26.0,2.0,"New York, NY",5.0,Writer/teacher,9.0,1.0,3.0,10.0,7.0,5.5,9.0,7.5,6.0,0.915
216,6,0,19.0,1,0.46,28.0,2.0,1,23.0,4.0,MD,1.0,lawyer,7.0,2.0,6.0,9.0,1.0,9.0,7.0,5.0,6.0,0.926
217,172,1,151.0,0,0.0,28.0,2.0,0,27.0,2.0,"London, England",1.0,Management Consulting,8.0,6.0,8.0,7.0,6.0,6.0,5.0,7.5,8.0,0.854
218,80,0,102.0,1,0.06,32.0,2.0,1,27.0,4.0,China,1.0,industrial scientist,5.0,1.0,5.0,10.0,9.0,5.0,5.0,7.0,7.0,0.889
219,216,1,196.0,0,0.3,25.0,4.0,0,27.0,2.0,San Francisco,2.0,Consulting,7.0,5.0,1.0,13.0,2.0,2.0,6.0,5.5,6.0,0.809
220,205,0,229.0,0,0.55,28.0,2.0,0,23.0,2.0,England,1.0,academic,8.0,2.0,6.0,9.0,3.0,6.5,6.0,5.5,3.0,0.927
221,397,1,387.0,0,0.26,25.0,2.0,0,24.0,2.0,New Jersey,2.0,Lawyer,6.0,2.0,6.0,7.0,5.0,7.0,7.0,5.5,8.0,0.965
222,359,0,366.0,1,0.34,27.0,2.0,1,26.0,2.0,California,2.0,"reorganizing society. no, I am not being flip.",7.0,8.0,1.0,10.0,1.0,3.0,2.0,8.0,3.0,0.836
223,166,1,156.0,0,0.28,30.0,1.0,0,26.0,6.0,Washington DC Metro Region,5.0,Finance,4.0,1.0,3.0,9.0,1.0,6.0,4.0,8.5,5.0,0.901
224,450,1,438.0,1,0.46,23.0,2.0,1,25.0,2.0,Singapore,2.0,Diplomat,9.0,9.0,3.0,5.0,5.0,9.0,9.0,9.5,7.0,0.917
225,227,1,195.0,0,-0.12,27.0,2.0,0,26.0,2.0,New York,2.0,corporate finance,10.0,6.0,5.0,10.0,5.0,4.5,8.0,6.0,8.0,0.934
226,142,0,172.0,1,0.04,27.0,2.0,1,24.0,2.0,california,1.0,professor,6.0,14.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,0.923
227,256,0,278.0,0,0.3,32.0,2.0,1,24.0,4.0,Northern Virginia,2.0,Physician,7.0,5.0,5.0,5.0,9.0,5.5,6.0,8.0,8.0,0.935
228,31,0,55.0,1,-0.32,23.0,1.0,1,24.0,2.0,"Washington, DC",1.0,law,10.0,2.0,6.0,6.0,10.0,6.5,7.0,6.5,8.0,0.874
229,421,0,428.0,1,0.48,27.0,4.0,1,25.0,4.0,California,1.0,Social Worker,8.0,5.0,5.0,5.0,10.0,1.0,5.0,7.5,8.0,0.937
230,349,0,364.0,0,-0.01,27.0,3.0,1,33.0,2.0,New York,1.0,Director of Training and Development,8.0,1.0,6.0,7.0,6.0,7.0,8.0,8.5,4.0,0.89
231,152,0,164.0,1,0.25,27.0,2.0,1,27.0,4.0,China,1.0,professor,8.0,5.0,7.0,10.0,7.0,4.0,9.0,9.0,5.0,0.93
232,82,0,109.0,1,0.66,25.0,4.0,1,25.0,6.0,Washington State,1.0,teaching and then...,8.0,1.0,7.0,8.0,6.0,6.0,9.0,8.5,6.0,0.939
233,486,1,474.0,1,0.5,30.0,1.0,1,32.0,3.0,"Colombia, South America",3.0,Medical Sciences,10.0,1.0,9.0,8.0,2.0,3.5,7.0,6.5,1.0,0.946
234,191,1,181.0,1,0.16,22.0,1.0,1,28.0,2.0,Connecticut,5.0,Private Equity,8.0,1.0,8.0,7.0,1.0,7.0,6.0,5.5,3.0,0.905
235,224,1,212.0,1,0.32,27.0,3.0,1,32.0,2.0,Sweden,6.0,Hero,7.0,6.0,8.0,10.0,1.0,5.5,5.0,3.0,4.0,0.915
236,153,0,173.0,0,0.12,22.0,2.0,0,28.0,4.0,China,2.0,professor,7.0,5.0,7.0,10.0,8.0,6.5,7.0,7.0,6.0,0.946
237,182,0,193.0,0,0.53,25.0,4.0,0,22.0,1.0,New Jersey,1.0,Epidemiologist,8.0,4.0,1.0,7.0,8.0,1.5,2.0,7.0,6.0,0.917
238,127,1,0.0,0,0.38,26.0,,0,22.0,2.0,Massachusetts,6.0,Porn Star,8.0,5.0,6.0,1.0,5.0,9.0,3.0,7.5,7.0,0.0
239,355,0,366.0,1,0.53,27.0,2.0,1,24.0,2.0,NJ,1.0,Clinical Psychologist,8.0,1.0,9.0,9.0,9.0,7.0,7.0,9.0,2.0,0.956
240,5,0,16.0,0,0.06,25.0,2.0,0,21.0,2.0,Bowdoin College,2.0,lawyer,7.0,6.0,8.0,6.0,8.0,6.5,6.0,5.0,6.0,0.954
241,288,1,266.0,1,0.43,28.0,2.0,1,27.0,2.0,"Washington, DC",1.0,professor,8.0,4.0,4.0,9.0,2.0,4.5,5.0,6.0,5.0,0.907
242,333,1,325.0,0,-0.05,30.0,3.0,1,23.0,2.0,"Portland, OR",1.0,Investment Banking,7.0,5.0,3.0,8.0,3.0,10.0,3.0,3.0,5.0,0.897
243,200,0,219.0,0,0.76,26.0,2.0,1,25.0,2.0,Northern California,1.0,International Development,8.0,3.0,6.0,8.0,3.0,9.5,7.0,9.5,3.0,0.996
244,514,0,535.0,0,0.38,23.0,2.0,0,23.0,2.0,New York,2.0,teacher and performer,7.0,2.0,1.0,8.0,6.0,6.0,10.0,9.5,6.0,0.873
245,436,0,442.0,0,-0.05,25.0,2.0,1,23.0,2.0,California,1.0,Law,10.0,5.0,1.0,9.0,10.0,8.0,8.0,8.0,10.0,0.707
246,382,0,402.0,0,0.11,29.0,4.0,1,28.0,2.0,New York City,2.0,Filmmaker,10.0,8.0,3.0,8.0,9.0,6.0,9.0,9.0,10.0,0.905
247,302,0,311.0,0,0.24,29.0,4.0,0,21.0,2.0,Long Island,2.0,speech pathologist,7.0,6.0,8.0,5.0,6.0,7.5,6.0,9.0,7.0,0.929
248,524,0,536.0,1,0.51,29.0,2.0,1,25.0,4.0,Michigan,2.0,physician/healthcare,9.0,3.0,8.0,7.0,7.0,5.5,8.0,5.0,7.0,0.979
249,282,1,270.0,1,-0.06,23.0,4.0,1,23.0,1.0,UNCC,1.0,enterpreneur,5.0,7.0,8.0,9.0,5.0,7.0,4.0,8.5,7.0,0.938
250,93,0,111.0,0,-0.03,27.0,4.0,0,29.0,2.0,England,1.0,Education Administration,10.0,7.0,8.0,7.0,7.0,6.0,7.0,5.5,5.0,0.901
251,8,0,15.0,1,-0.23,24.0,3.0,1,25.0,2.0,"London, England",1.0,Journalist,10.0,2.0,10.0,8.0,8.0,2.5,9.0,6.0,9.0,0.875
252,522,0,535.0,0,0.46,23.0,2.0,1,22.0,2.0,Pennsylvania,1.0,Assistant District Attorney,7.0,3.0,7.0,9.0,5.0,4.5,9.0,7.0,8.0,0.95
253,380,0,402.0,0,-0.14,29.0,4.0,0,33.0,1.0,Chicago,2.0,film directing,8.0,1.0,5.0,5.0,9.0,7.5,5.0,9.0,8.0,0.868
254,152,0,167.0,1,-0.17,23.0,2.0,1,27.0,4.0,China,1.0,professor,8.0,5.0,7.0,10.0,7.0,4.0,9.0,9.0,5.0,0.911
255,521,0,534.0,1,0.25,24.0,6.0,1,26.0,2.0,Salt Lake City,1.0,Exec. Director of social service non-profit,8.0,7.0,5.0,8.0,6.0,7.5,8.0,8.0,7.0,0.98
256,399,1,380.0,0,0.12,33.0,1.0,0,29.0,2.0,Chicago,2.0,Consulting,9.0,3.0,5.0,9.0,3.0,8.5,9.0,9.0,2.0,0.873
257,260,0,291.0,1,0.47,27.0,4.0,1,27.0,4.0,"Malaysia, then Massachusetts",2.0,Scientist/educator,9.0,2.0,3.0,9.0,5.0,6.5,5.0,9.0,6.0,0.947
258,348,0,372.0,0,0.06,27.0,2.0,0,21.0,4.0,CALIFORNIA,2.0,EDUCATION ADMINISTRATION,10.0,1.0,9.0,10.0,10.0,2.5,10.0,7.0,7.0,0.89
259,195,0,215.0,1,0.41,26.0,4.0,1,27.0,2.0,"Rochester, NY",1.0,professional student,8.0,9.0,8.0,10.0,5.0,8.0,5.0,4.5,4.0,0.955
260,233,1,201.0,0,0.28,25.0,2.0,0,29.0,4.0,J.P. Morgan,1.0,banking,10.0,9.0,8.0,5.0,8.0,7.5,8.0,10.0,10.0,0.985
261,401,1,384.0,0,0.35,23.0,2.0,1,31.0,2.0,Germany,2.0,Consulting,8.0,2.0,5.0,5.0,7.0,6.0,8.0,10.0,1.0,0.913
262,296,0,315.0,0,0.27,27.0,2.0,0,28.0,2.0,New York,1.0,Education Policy Analyst,8.0,5.0,9.0,9.0,9.0,5.0,8.0,9.0,7.0,0.926
263,89,0,95.0,0,-0.31,26.0,2.0,0,27.0,2.0,Israel,1.0,Academic,10.0,8.0,9.0,8.0,4.0,2.0,8.0,8.5,2.0,0.847
264,467,0,491.0,1,0.61,29.0,3.0,1,24.0,2.0,"CT, FL, TN",6.0,"Consulting, later Arts or Non-Profit",9.0,5.0,8.0,9.0,9.0,8.5,9.0,9.0,8.0,0.965
265,467,0,489.0,1,0.06,28.0,2.0,1,24.0,2.0,"CT, FL, TN",6.0,"Consulting, later Arts or Non-Profit",9.0,5.0,8.0,9.0,9.0,8.5,9.0,9.0,8.0,0.967
266,165,1,156.0,0,0.65,30.0,1.0,0,30.0,2.0,Detroit,3.0,Writer,6.0,1.0,1.0,10.0,2.0,2.5,7.0,5.0,8.0,0.889
267,511,0,542.0,1,-0.03,23.0,4.0,1,23.0,4.0,India,2.0,Business Management and Information Technology,7.0,3.0,9.0,8.0,7.0,7.0,8.0,9.5,5.0,0.958
268,216,1,210.0,0,0.37,29.0,2.0,0,27.0,2.0,San Francisco,2.0,Consulting,7.0,5.0,1.0,13.0,2.0,2.0,6.0,5.5,6.0,0.866
269,242,0,243.0,1,0.31,27.0,2.0,1,26.0,3.0,uruguay,3.0,researcher in sociology,8.0,4.0,9.0,10.0,1.0,7.0,10.0,10.0,5.0,0.9
270,219,1,196.0,1,0.2,25.0,4.0,1,26.0,2.0,Spain,1.0,Business,7.0,3.0,6.0,7.0,3.0,7.5,7.0,8.5,2.0,0.933
271,359,0,362.0,1,0.24,30.0,2.0,1,26.0,2.0,California,2.0,"reorganizing society. no, I am not being flip.",7.0,8.0,1.0,10.0,1.0,3.0,2.0,8.0,3.0,0.797
272,364,1,355.0,0,0.09,24.0,2.0,0,27.0,3.0,Miami,3.0,Consulting,9.0,5.0,1.0,9.0,8.0,6.0,4.0,5.5,7.0,0.859
273,492,1,474.0,1,0.32,30.0,1.0,1,30.0,6.0,new york,2.0,acadeic,10.0,2.0,4.0,10.0,10.0,10.0,10.0,3.5,7.0,0.906
274,235,0,248.0,1,0.04,27.0,6.0,1,23.0,2.0,"Boston, MA",1.0,elementary school teacher,10.0,1.0,7.0,7.0,10.0,2.5,9.0,8.0,3.0,0.886
275,102,1,82.0,0,-0.01,25.0,6.0,0,32.0,2.0,Canada,1.0,Research Scientist,9.0,2.0,5.0,5.0,5.0,8.0,4.0,4.0,9.0,0.912
276,102,1,80.0,1,0.06,27.0,4.0,1,32.0,2.0,Canada,1.0,Research Scientist,9.0,2.0,5.0,5.0,5.0,8.0,4.0,4.0,9.0,0.889
277,206,0,220.0,1,0.49,25.0,6.0,1,31.0,1.0,Cameroon,1.0,UN Civil Servant,9.0,7.0,9.0,9.0,5.0,6.0,7.0,8.0,5.0,0.991
278,468,0,485.0,0,-0.12,29.0,1.0,1,25.0,6.0,Detroit suburbs,1.0,Professor; Human Rights Director,7.0,2.0,6.0,8.0,7.0,7.5,7.0,9.0,7.0,0.97
279,245,1,241.0,0,0.11,29.0,4.0,0,32.0,2.0,"Lexington, MA",4.0,Academic (Law),6.0,8.0,6.0,9.0,1.0,3.5,7.0,6.0,2.0,0.808
280,545,1,517.0,0,-0.13,30.0,3.0,0,24.0,2.0,New York City,1.0,Doctor,5.0,5.0,4.0,7.0,2.0,4.5,4.0,5.0,4.0,0.897
281,174,0,188.0,0,0.51,21.0,2.0,0,29.0,4.0,Pennsylvania,4.0,Finance,6.0,4.0,6.0,8.0,6.0,5.0,8.0,9.0,4.0,0.95
282,396,0,414.0,1,-0.56,29.0,2.0,1,25.0,4.0,Hawaii and Los Angeles,2.0,producer at a non-profit regional theatre,10.0,7.0,7.0,10.0,7.0,7.0,10.0,10.0,9.0,0.771
283,368,1,354.0,1,0.11,22.0,2.0,1,24.0,6.0,UK/Turkey,1.0,Journalist,8.0,8.0,9.0,9.0,8.0,4.0,7.0,8.5,9.0,0.878
284,105,1,84.0,1,0.17,32.0,3.0,1,25.0,1.0,Texas,2.0,Law,8.0,4.0,7.0,8.0,5.0,5.5,5.0,5.5,7.0,0.912
285,400,1,395.0,1,0.6,33.0,2.0,1,26.0,2.0,Italy,5.0,Entrepreneur,7.0,1.0,8.0,7.0,1.0,6.5,6.0,6.5,4.0,0.947
286,185,1,180.0,0,0.16,24.0,4.0,0,25.0,4.0,Queens,1.0,Paper Back Writer,8.0,7.0,8.0,9.0,9.0,8.0,9.0,8.5,9.0,0.976
287,138,1,132.0,0,0.34,27.0,2.0,0,32.0,2.0,"Greenwich, CT",1.0,investment banking,8.0,7.0,7.0,9.0,6.0,4.5,6.0,5.5,9.0,0.817
288,93,0,103.0,0,-0.06,26.0,2.0,0,29.0,2.0,England,1.0,Education Administration,10.0,7.0,8.0,7.0,7.0,6.0,7.0,5.5,5.0,0.964
289,287,1,257.0,0,0.26,24.0,2.0,0,22.0,4.0,Nepal,1.0,Writing,7.0,6.0,4.0,10.0,8.0,6.5,2.0,8.0,8.0,0.856
290,107,1,82.0,1,0.71,25.0,6.0,1,21.0,2.0,"Ann Arbor, MI",1.0,Teacher/Professor,7.0,1.0,7.0,7.0,1.0,7.5,6.0,9.0,2.0,0.939
291,516,0,532.0,0,-0.22,26.0,4.0,0,27.0,4.0,California,2.0,Scientist,10.0,5.0,8.0,9.0,9.0,4.0,9.0,9.0,4.0,0.939
292,164,1,147.0,0,0.5,26.0,4.0,0,27.0,2.0,Los Angeles,1.0,academic,6.0,1.0,3.0,7.0,2.0,6.0,7.0,5.0,5.0,0.968
293,188,1,183.0,0,0.31,24.0,2.0,0,21.0,2.0,Atlanta,2.0,academician,10.0,7.0,5.0,7.0,7.0,4.0,8.0,6.0,3.0,0.951
294,352,0,373.0,0,-0.01,29.0,3.0,0,29.0,6.0,Taiwan,2.0,Artist,10.0,4.0,5.0,5.0,7.0,8.0,10.0,10.0,8.0,0.923
295,398,1,387.0,1,0.01,25.0,2.0,1,29.0,2.0,Italy,2.0,Consultin \ Management,10.0,9.0,8.0,7.0,6.0,3.0,7.0,5.5,7.0,0.946
296,369,1,353.0,1,0.42,25.0,4.0,1,25.0,2.0,"Boston, MA",2.0,"clinical psychologist, researcher, professor",6.0,1.0,1.0,10.0,1.0,2.0,7.0,7.0,5.0,0.816
297,418,0,427.0,0,0.12,28.0,2.0,0,25.0,4.0,New York,6.0,Lawyer,9.0,5.0,6.0,10.0,7.0,5.5,8.0,8.0,8.0,0.857
298,428,1,421.0,1,0.48,25.0,4.0,1,27.0,4.0,New York,3.0,Management Consulting,9.0,5.0,6.0,7.0,7.0,5.5,6.0,6.0,5.0,0.937
299,115,0,123.0,0,0.07,18.0,4.0,0,21.0,2.0,brooklyn ny,1.0,psychologist,7.0,1.0,8.0,10.0,8.0,1.5,3.0,5.5,2.0,0.784
300,382,0,411.0,0,0.37,34.0,2.0,1,28.0,2.0,New York City,2.0,Filmmaker,10.0,8.0,3.0,8.0,9.0,6.0,9.0,9.0,10.0,0.97
301,1,0,13.0,1,0.16,22.0,4.0,1,21.0,4.0,Chicago,2.0,lawyer,9.0,1.0,5.0,6.0,8.0,6.5,1.0,9.5,9.0,0.913
302,256,0,279.0,1,-0.06,25.0,2.0,1,24.0,4.0,Northern Virginia,2.0,Physician,7.0,5.0,5.0,5.0,9.0,5.5,6.0,8.0,8.0,0.803
